License_Number,Hospital_Name,Year,City,FICA,State_Unemployment_Compensation,Worker_s_Compensation,Group_Health_Insurance,Group_Life_Insurance,Pension___Retirement,Other_Employee_Benefits,Total_Employee_Benefits,Building_Rent_Lease,Equipment_Rent_Lease,Total_Rent_Lease,Fixed_Assets_Depreciation_Expense_Beginning_Balance_Land,Fixed_Assets_Additions_Land,Fixed_Assets_Retirememts_Land,Fixed_Assets_Ending_Balance_Land,Fixed_Assets_Beginning_Balance_Land_Improvements,Fixed_Assets_Additions_Land_Improvements,Fixed_Assets_Retirememts_Land_Improvements,Fixed_Assets_Ending_Balance_Land_Improvements,Fixed_Assets_Beginning_Balance_Buildings,Fixed_Assets_Additions_Buildings,Fixed_Assets_Retirememts_Buildings,Fixed_Assets_Ending_Balance_Buildings,Fixed_Assets_Beginning_Balance_Fixed_Equip_Building_Service,Fixed_Assets_Additions_Fixed_Equipment_Building_Service,Fixed_Assets_Retirememts_Fixed_Equipment_Building_Service,Fixed_Assets_Ending_Balance_Fixed_Equip_Building_Services,Fixed_Assets_Beginning_Balance_Fixed_Equipment_Other,Fixed_Assets_Additions_Fixed_Equipment_Other,Fixed_Assets_Retirememts_Fixed_Equipment_Other,Fixed_Assets_Ending_Balance_Fixed_Equipment_Other,Fixed_Assets_Beginning_Balance_Equipment_Major_Moveable,Fixed_Assets_Additions_Equipment_Major_Moveable,Fixed_Assets_Retirememts_Equipment_Major_Moveable,Fixed_Assets_Ending_Balance_Equipment_Major_Moveable,Fixed_Assets_Beginning_Balance_Equipment_Minor_Moveable,Fixed_Assets_Additions_Equipment_Minor_Moveable,Fixed_Assets_Retirememts_Equipment_Minor_Moveable,Fixed_Assets_Ending_Balance_Equipment_Minor_Moveable,Fixed_Assets_Beginning_Balance_Leasehold_Improvements,Fixed_Assets_Additions_Leasehold_Improvements,Fixed_Assets_Retirememts_Leasehold_Improvements,Fixed_Assets_Ending_Balance_Leasehold_Improvements,Fixed_Assets_Beginning_Balance_Construction_in_Progress,Fixed_Assets_Additions_Construction_in_Progress,Fixed_Assets_Retirememts_Construction_in_Progress,Fixed_Assets_Ending_Balance_Construction_in_Progress,Fixed_Assets_Total_Beginning_Balance,Fixed_Assets_Total_Additions,Fixed_Assets_Total_Retirememts,Fixed_Assets_Total_Ending_Balance,Accumulated_Depreciation_Beginning_Balance_Land,Accumulated_Depreciation_Provision_Land,Accumulated_Depreciation_Retirements_Land,Accumulated_Depreciation_Ending_Balance_Land,Accumulated_Depreciation_Beginning_Balance_Land_Improvements,Accumulated_Depreciation_Provision_Land_Improvements,Accumulated_Depreciation_Retirements_Land_Improvements,Accumulated_Depreciation_Ending_Balance_Land_Improvements,Accumulated_Depreciation_Beginning_Balance_Buildings,Accumulated_Depreciation_Provision_Buildings,Accumulated_Depreciation_Retirements_Buildings,Accumulated_Depreciation_Ending_Balance_Buildings,Accumulated_Depreciation_Beginning_Balance_Fixed_Equip_Building_Services,Accumulated_Depreciation_Provision_Fixed_Equip_Building_Services,Accumulated_Depreciation_Retirements_Fixed_Equip_Building_Services,Accumulated_Depreciation_Ending_Balance_Fixed_Equipment_Building_Services,Accumulated_Depreciation_Beginning_Balance_Fixed_Equip_Other,Accumulated_Depreciation_Provision_Fixed_Equip_Other,Accumulated_Depreciation_Retirements_Fixed_Equip_Other,Accumulated_Depreciation_Ending_Balance_Fixed_Equipment_Other,Accumulated_Depreciation_Beginning_Balance_Equipment_Major_Moveable,Accumulated_Depreciation_Provision_Equipment_Major_Moveable,Accumulated_Depreciation_Retirements_Equipment_Major_Moveable,Accumulated_Depreciation_Ending_Balance_Equipment_Major_Moveable,Accumulated_Depreciation_Beginning_Balance_Equipment_Minor_Moveable,Accumulated_Depreciation_Provision_Equipment_Minor_Moveable,Accumulated_Depreciation_Retirements_Equipment_Minor_Moveable,Accumulated_Depreciation_Ending_Balance_Equipment_Minor_Moveable,Accumulated_Depreciation_Beginning_Balance_Leasehold_Improvements,Accumulated_Depreciation_Provision_Leasehold_Improvements,Accumulated_Depreciation_Retirements_Leasehold_Improvements,Accumulated_Depreciation_Ending_Balance_Leasehold_Improvements,Accumulated_Depreciation_Beginning_Balance_Construction_in_Progress,Accumulated_Depreciation_Provision_Construction_in_Progress,Accumulated_Depreciation_Retirements_Construction_in_Progress,Accumulated_Depreciation_Ending_Balance_Construction_in_Progress,Accumulated_Depreciation_Total_Beginning_Balance,Accumulated_Depreciation_Total_Provision,Accumulated_Depreciation_Total_Retirements,Total_Ending_Balance,Total_Insurance_Malpractice,Total_Insurance_Other,Total_Insurance,License_Fees,Taxes_Other_than_Income,Other_Licenses___Taxes,Total_Licenses___Taxes,Total_Interest_Working_Cap,Total_Interest_Other,Total_Interest_Expense,Provision_for_Bad_Debt,Medicare_Contractuals_,Medicaid_Contractuals,Workers_Comp_,Other_Government_Programs,Negotiated_Rate_,Other_Contractuals,Total_Contractual_Adjustments,Number_of_Charity_Care_Patients_,Total_Charity_Care,Other_Deductions,Total_Deductions_from_Revenue
197,Capital Medical Center,2018,Olympia,2667420,138154,513194,2706968,106483,0,115195,6247414,679302,1180967,1860269,3290000,0,130000,3420000,780000,0,70000,850000,38232869,4074352,3870000,46177221,0,0,0,0,713074,19930417,0,20643491,8269755,3079719,0,11349474,5289952,1099563,0,6389515,8591546,0,4070000,12661546,20195036,-19216602,0,978434,85362232,8967449,8140000,102469681,0,0,0,0,162499,88750,14583,265832,2680802,1710925,145500,4537227,0,0,0,0,373749,1079591,0,1453340,2743775,1695016,67833,4506624,747124,698228,0,1445352,594720,329254,0,923974,0,0,0,0,7302669,7302669,7302669,21908007,1051291,190426,1241717,0,2893876,1943288,4837164,0,9716684,9716684,3347463,192130725,3567370,9262716,13254432,0,252791765,471007008,0,4705275,28577,479088323
201,St. Francis Hospital,2018,Federal Way,4765499,71052,611855,8124421,32800,3187932,534185,17327744,2209158,705966,2915124,7206097,0,0,7206097,2932921,0,0,2932921,54404273,7263717,0,61667990,0,0,0,0,17946143,538967,1087,18486197,85948587,14622853,55374,100626814,0,0,0,0,8109274,1528000,0,9637274,9817561,-4079227,0,5738334,186364856,19874310,56461,206295627,0,0,0,0,1927702,114939,0,2042641,17223826,2025890,11,19249727,0,0,0,0,15387617,311391,688,15699696,61968118,7218274,295652,69482044,0,0,0,0,4300111,785972,0,5086083,0,0,0,0,100807374,100807374,100807374,302422122,2262114,83750,2345864,28170,8975411,0,9003581,0,115118,115118,5225957,396326643,249183533,0,34841849,211389261,13892721,905634007,6943,22822669,7491830,941174463
202,Regional Hospital for Respiratory & Complex Care,2018,Seattle,473180,3685,47223,820720,5851,392442,106956,1850057,570171,29588,599759,0,0,0,0,0,0,0,0,405116,0,0,405116,0,0,0,0,8334,0,0,8334,3870369,0,1863,3872232,0,0,0,0,0,0,0,0,0,67357,0,67357,4283819,67357,1863,4353039,0,0,0,0,0,0,0,0,104985,39370,0,144355,4445,1667,0,6112,0,0,0,0,1714893,467172,-719,2181346,0,0,0,0,0,0,0,0,0,0,0,0,1824323,1824323,1824323,5472969,50829,0,50829,3828,62605,0,66433,0,0,0,179001,20404957,3434205,0,0,5843719,169873,29852754,0,589954,0,30621709
204,Fred Hutchinson Cancer Center,2018,Seattle,8796413,429045,91,16517671,-169260,6581432,2012191,34167583,6117584,1101702,7219286,19961534,0,0,19961534,8194180,0,0,8194180,101795396,4382513,0,106177909,37278669,860866,0,38139535,3428722,388090,0,3816812,6546525,334572,9039,6890136,79967490,12716279,1255066,93938835,8482127,0,0,8482127,12464563,10927417,0,23391980,278119206,29609737,1264105,308993048,0,0,0,0,5389558,379520,0,5769078,41843265,4897729,0,46740994,24468379,1775005,0,26243384,1144566,288352,0,1432918,6068720,131682,8210,6208612,56270160,8484397,1233541,65988098,5628694,856208,0,6484902,0,0,0,0,140813342,140813342,140813342,422440026,1104878,0,1104878,258415,3708444,0,3966859,3406760,0,3406760,2259933,227784430,88726697,0,0,0,156733197,473244324,2193,9207934,0,484712191
205,Confluence Health: Wenatchee Valley Hospital,2018,Wenatchee,5557698,-127328,715032,14120657,62425,3795738,880048,25004270,9187576,73916,9261492,80000,43086,0,123086,267855,93161,34997,396013,1191243,0,843562,2034805,3178003,259900,276115,3714018,3810381,243277,46477,4100135,15081039,5232630,1682720,21996389,0,0,0,0,0,0,0,0,2481677,-633403,0,1848274,26090198,5238651,2883871,34212720,0,0,0,0,231490,4751,31030,267271,838633,36937,747390,1622960,241165,220122,97465,558752,1084466,466361,25745,1576572,7903449,2150315,1168231,11221995,0,0,0,0,0,0,0,0,0,0,0,0,10299203,10299203,10299203,30897609,2901768,553180,3454948,116459,2801076,0,2917535,1159696,0,1159696,5663847,172405992,81710745,6605971,0,0,56975825,317698533,0,6068329,2185644,331616353
206,PeaceHealth United General Medical Center,2018,Sedro-Woolley,1322347,15455,7862,2251826,10346,1070512,132912,4811260,628946,117472,746418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25166,0,25166,2993627,1625226,0,4618853,0,0,0,0,193249,68384,0,261633,65378,948356,0,1013734,3252254,2667132,0,5919386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,0,935,1097213,673031,0,1770244,0,0,0,0,26056,19071,0,45127,0,0,0,0,1123269,1123269,1123269,3369807,170688,96942,267630,79847,86349,0,166196,0,2582,2582,2510654,32018451,15093681,856159,1074731,10590785,0,59633807,3606,2212816,1033510,65390787
207,SKAGIT REGIONAL HEALTH,2018,MT. VERNON,10735763,127237,858383,13467237,328013,6959388,2935133,35411154,6632401,1616949,8249350,10066771,1645559,0,11712330,7320272,0,0,7320272,130073397,343598,5000,130421995,0,0,0,0,22913861,128557,37142,23079560,128989546,8807176,542440,138339162,4330437,0,0,4330437,9223485,228303,0,9451788,108520,2169996,0,2278516,313026289,13323189,584582,326934060,0,0,0,0,3449440,263241,0,3712681,57171273,4744679,5000,61920952,0,0,0,0,18555532,592430,37142,19185104,75460904,9119224,542440,85122568,2561133,721899,0,3283032,4367562,573088,0,4940650,0,0,0,0,161565844,161565844,161565844,484697532,3161417,997657,4159074,1795034,2209015,0,4004049,0,5982540,5982540,16431467,475955303,187292079,10785591,35080053,136021370,0,845134396,0,7159337,14835628,883560828
208,Legacy Salmon Creek Medical Center,2018,Vancouver,11283185,256185,974178,21526112,0,8714564,-258548,42495676,1304788,750215,2055003,10308971,60207,0,10369178,0,0,0,0,244384440,2055639,646989,247087068,0,0,0,0,0,0,0,0,88348217,6009334,3820617,98178168,0,0,0,0,0,0,0,0,936354,7661345,8116224,16713923,343977982,15786525,12583830,372348337,0,0,0,0,21099,12216,0,33315,106678185,7790225,559821,115028231,0,0,0,0,0,0,0,0,64808908,6624649,3761509,75195066,0,0,0,0,0,0,0,0,0,0,0,0,171508192,171508192,171508192,514524576,2012545,322795,2335340,52121,12869165,0,12921286,0,0,0,6285555,311304837,171702169,0,0,0,136321981,619328987,0,20278012,0,645892554
209,St. Anthony Hospital,2018,Gig Harbor,2944398,21257,585950,4575034,19425,1778374,129612,10054050,821081,507646,1328727,3531776,0,0,3531776,2067270,0,0,2067270,134516969,0,0,134516969,2303391,11565163,0,13868554,822475,115488,0,937963,61538806,7430276,0,68969082,0,0,0,0,5849849,0,0,5849849,2995626,0,374917,3370543,213626162,19110927,374917,233112006,0,0,0,0,633408,86929,0,720337,44704156,4246358,0,48950514,576232,491280,0,1067512,566614,47092,0,613706,46895869,4787553,0,51683422,0,0,0,0,3703423,604371,0,4307794,0,0,0,0,97079702,97079702,97079702,291239106,992232,157673,1149905,0,4361905,0,4361905,0,2751083,2751083,2503575,312308583,102303456,0,0,0,165655836,580267875,2457,6672216,5556086,594999752
210,Swedish Issaquah,2018,Issaquah,4318465,0,0,0,0,4947359,253979,9519803,2517438,431500,2948938,46315058,0,0,46315058,2123130,0,0,2123130,290461186,15124370,335803,305921359,0,0,0,0,618892,0,0,618892,91473337,1060737,-80410,92453664,0,0,0,0,0,0,0,0,2284203,-565760,-920886,797557,433275806,15619347,-665493,448229660,0,0,0,0,168081,106156,0,274237,60817502,10919769,334464,72071735,0,0,0,0,258758,48934,0,307692,75519208,4692437,0,80211645,0,0,0,0,0,0,0,0,0,0,0,0,136763549,136763549,136763549,410290647,0,128872,128872,57012,6540756,0,6597768,0,15003384,15003384,5505601,188171308,54395229,2423,-130694,186128543,19487227,448054036,351,6627502,0,460187139
211,PeaceHealth Peace Island Medical Center,2018,Friday Harbor,475648,1696,45693,759027,4323,390527,52501,1729415,0,93086,93086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82809,41300,124109,20359,146754,0,167113,0,0,0,578326,4732829,3232628,30907,73215,1544849,0,9614428,692,426527,68836,10688117
212,MultiCare Covington Medical Center,2018,Covington,1385563,0,0,2391094,0,0,1083061,4859718,0,21524,21524,10659152,283,0,10659435,15357,9873,0,25230,106834141,21495284,0,128329425,0,0,0,0,1533930,82500,0,1616430,33237202,5629624,0,38866826,0,0,0,0,2374711,64154,0,2438865,0,0,0,0,154654493,27281718,0,181936211,0,0,0,0,6271,2564,0,8835,19948140,-516379,-6638597,12793164,0,0,0,0,445171,162429,0,607600,22075706,4667703,0,26743409,0,0,0,0,604371,205739,0,810110,0,0,0,0,43079659,43079659,43079659,129238977,347798,0,347798,35023,787821,0,822844,0,2944898,2944898,2745839,51002684,66315597,2805694,3048483,0,57361498,180533956,1655,8609763,0,191889558
213,CHI Franciscan Rehabilitation Hospital,2018,Tacoma,241993,37364,0,230668,3412,12172,150964,676573,1656364,7500,1663864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200250,0,2200250,0,0,0,0,0,0,0,0,0,0,0,0,0,2200250,0,2200250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127057,0,127057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42815,42815,6035,321366,0,327401,0,501,501,80598,4285392,840037,0,0,0,438404,5563833,36,36,0,5644467
904,BHC Fairfax Hospital Inc,2018,Kirkland,1674043,41331,478865,1613233,56322,276077,-236272,3903599,122629,49503,172132,4313940,0,0,4313940,2013648,10874,0,2024522,843956,132939,0,976895,19918110,0,0,19918110,0,0,0,0,4207948,209551,0,4417499,0,0,0,0,389752,0,0,389752,1198,151761,0,152959,31688552,505125,0,32193677,0,0,0,0,744882,113958,0,858840,223295,77233,0,300528,3177913,651703,0,3829616,0,0,0,0,2485363,530582,0,3015945,0,0,0,0,126740,79122,0,205862,0,0,0,0,6758193,6758193,6758193,20274579,249397,82633,332030,130845,971172,51,1102068,0,0,0,287125,19294465,49298425,0,1560930,21114739,0,91268559,0,431920,7438799,99426403
915,Lourdes Counseling Center,2018,Richland,1011180,0,-19507,2281261,-111806,574070,201171,3936369,150063,29170,179233,328685,0,0,328685,299441,0,0,299441,4233732,1005406,0,5239138,381946,0,0,381946,122815,0,0,122815,26362,0,0,26362,48060,0,0,48060,163764,0,0,163764,825314,717,0,826031,6430119,1006123,0,7436242,0,0,0,0,66723,28907,0,95630,2035472,453245,0,2488717,14276,20340,0,34616,63226,10197,0,73423,12209,6590,0,18799,8763,7512,0,16275,69647,22588,0,92235,0,0,0,0,2270316,2270316,2270316,6810948,0,0,0,16003,269738,0,285741,0,113,113,88851,5014120,19657915,0,0,4388413,0,29060448,0,174308,390792,29714399
919,Navos,2018,Seattle,641639,24575,82049,639597,0,156790,101322,1645972,0,390,390,13804850,0,0,13804850,546208,138098,0,684306,30695610,1007538,0,31703148,0,0,0,0,8397277,0,452482,8849759,0,0,0,0,0,0,0,0,13869723,0,17129,13886852,278174,481893,0,760067,67591842,1627529,469611,69688982,0,0,0,0,669913,95629,0,765542,3582873,180138,0,3763011,0,0,0,0,0,0,0,0,3530982,183964,0,3714946,0,0,0,0,1064165,0,0,1064165,0,0,0,0,8847933,8847933,8847933,26543799,76247,20411,96658,44682,63843,0,108525,0,139067,139067,0,2411922,6568027,0,0,913826,0,9893775,598,475824,0,10369599
921,Cascade Behavioral Hospital,2018,Tukwila,1286334,89777,520586,1209555,-167,71281,80314,3257680,0,36422,36422,3880000,0,0,3880000,757201,0,0,757201,5591000,0,0,5591000,15453245,806123,0,16259368,0,0,0,0,912422,63178,0,975600,0,0,0,0,0,0,0,0,473078,-477295,0,-4217,27066946,392006,0,27458952,0,0,0,0,298764,75721,0,374485,760998,186367,0,947365,2397090,1075696,0,3472786,0,0,0,0,430818,133250,0,564068,0,0,0,0,0,0,0,0,0,0,0,0,3887670,3887670,3887670,11663010,324107,58644,382751,74187,781388,0,855575,0,0,0,621418,18096451,15054308,0,639509,4065117,585129,38440514,0,105083,477933,39644948
922,BHC Fairfax Behavioral Health - Everett,2018,Everett,261123,27307,81951,287043,0,49173,-86471,620126,595454,1608,597062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541024,4032,0,545056,0,0,0,0,4290362,0,0,4290362,757,-757,0,0,4832143,3275,0,4835418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302203,82040,0,384243,0,0,0,0,1354091,430321,0,1784412,0,0,0,0,1656294,1656294,1656294,4968882,46333,6160,52493,24271,432446,0,456717,0,0,0,98779,4438654,11691965,0,155401,2701195,0,18987215,0,25985,1918922,21030901
923,BHC Fairfax Behavioral Health - Monroe,2018,Monroe,228977,23945,75301,268947,0,0,-32675,564495,452757,3155,455912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569741,2649,0,572390,0,0,0,0,3209161,0,0,3209161,0,0,0,0,3778902,2649,0,3781551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225862,113019,0,338881,0,0,0,0,637687,318844,0,956531,0,0,0,0,863549,863549,863549,2590647,40268,6187,46455,27149,132350,0,159499,0,0,0,232952,9812750,5523724,0,360930,752970,0,16450374,0,-3832,1570808,18250302
924,Smokey Point Behavioral Hospital,2018,Marysville,839814,116523,219615,878265,38442,2083,131398,2226140,0,139103,139103,2000000,0,0,2000000,0,0,0,0,22539211,418120,0,22957331,128015,4593,0,132608,0,0,0,0,1149441,49636,0,1199077,220754,108198,0,328952,0,0,0,0,1188375,0,1188375,2376750,27225796,580547,1188375,28994718,0,0,0,0,0,0,0,0,337016,596662,0,933678,1866,5527,0,7393,0,0,0,0,112411,206301,0,318712,24178,52915,0,77093,0,0,0,0,138644,0,138644,277288,614115,614115,614115,1842345,63104,37427,100531,22396,575037,0,597433,0,791298,791298,883866,13240981,25601817,0,4053951,11311578,88666,54296993,0,1021867,292329,56495055
926,Inland Northwest Behavioral Health,2018,Spokane,131787,6886,37156,41851,2830,11367,12104,243981,13484,0,13484,0,4759217,0,4759217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20564,0,20564,0,0,0,0,0,0,0,0,9364870,24358288,0,33723158,9364870,29138069,0,38502939,0,0,0,0,0,0,0,0,0,321693,0,321693,0,0,0,0,0,0,0,0,0,59492,0,59492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625,0,2625,13051,27210,0,40261,0,0,0,0,61161,316546,0,0,0,267924,645631,0,0,699269,1344900
1,Swedish Health Services DBA Swedish Medical Cent,2019,Seattle,26934167,0,0,0,0,30764293,2912840,60611300,35159248,3034841,38194089,130990502,0,0,130990502,1105316,0,0,1105316,259546695,-391299,291603,259446999,0,0,0,0,11178002,1684874,0,12862876,202007099,5760648,3535,207771282,0,0,0,0,20046482,10413,0,20056895,134444819,17201440,-1771219,149875040,759318915,24266076,-1476081,782108910,0,0,0,0,12691054,1243019,0,13934073,77382998,11236258,132707,88751963,0,0,0,0,4209784,677341,0,4887125,149370283,20201066,3535,169574884,0,0,0,0,0,0,0,0,0,0,0,0,243654119,243654119,243654119,730962357,0,0,0,1332651,37123271,0,38455922,600000,21337927,21937927,21302767,1295696407,534088214,3488900,23607250,1026624056,80956020,2964460847,1165,32798498,0,3018562112
3,Swedish Health Services DBA Swedish Medical Cente,2019,Seattle,9275914,0,0,0,0,10321653,210076,19807643,5835532,690740,6526272,37000000,0,0,37000000,0,0,0,0,147237622,153046,0,147390668,0,0,0,0,5519637,1068264,0,6587901,104615389,1438449,0,106053838,0,0,0,0,8368987,0,0,8368987,8726647,2346400,-3270683,7802364,311468282,5006159,-3270683,313203758,0,0,0,0,7402358,424212,0,7826570,66570151,8047419,0,74617570,0,0,0,0,2727357,273419,0,3000776,72005248,11527422,0,83532670,0,0,0,0,0,0,0,0,0,0,0,0,148705114,148705114,148705114,446115342,0,0,0,344441,15117652,0,15462093,0,3109710,3109710,9111212,792480985,165706270,1260791,16134367,324046131,33927109,1333555653,297,12424017,0,1355090882
8,Klickitat County Public Hospital District #1,2019,Goldendale,929962,-3174,91819,1848964,14154,309390,34607,3225722,3517,431893,435410,203706,0,0,203706,1735411,47284,0,1782695,13441796,217534,0,13659330,6685658,138439,0,6824097,230743,106405,0,337148,6767507,371739,0,7139246,0,0,0,0,0,0,0,0,176694,534303,499488,1210485,29241515,1415704,499488,31156707,0,0,0,0,1236578,102919,0,1339497,7354969,376151,0,7731120,3964653,398600,0,4363253,222486,3431,0,225917,5758825,365699,0,6124524,0,0,0,0,0,0,0,0,0,0,0,0,18537511,18537511,18537511,55612533,110562,61747,172309,28805,0,665721,694526,0,242154,242154,1487622,8656586,6788944,99216,0,0,2427691,17972437,0,583768,100564,20144391
10,Virginia Mason Medical Center,2019,Seattle,34654774,315959,1863363,41050962,394619,24641110,11786956,114707743,11601595,4993876,16595471,40851056,0,1863,40852919,3084542,167229,0,3251771,621684640,8455068,0,630139708,42388584,201213,0,42589797,3797270,0,0,3797270,357018304,15588947,143376,372750627,18237955,1267518,0,19505473,23290294,0,54247,23344541,33758736,24427348,13381826,71567910,1144111381,50107323,13581312,1207800016,0,0,0,0,1150264,108824,0,1259088,231083408,19399902,0,250483310,36788644,911276,0,37699920,3797270,0,0,3797270,290297388,18085063,0,308382451,16152964,1371921,0,17524885,16263108,1000532,0,17263640,0,0,0,0,595533046,595533046,595533046,1786599138,6007164,2294519,8301683,801150,22570164,0,23371314,13030076,0,13030076,181799,873307647,132796015,14298022,17996013,352967310,0,1391365007,4973,25661022,108114663,1525322491
14,Seattle Children's Hospital,2019,Seattle,47170786,630495,4080454,87352371,0,33074738,-944449,171364395,30417687,2067953,32485640,219455313,1711000,0,221166313,14657706,32724,0,14690430,961783605,301503134,149282,1263436021,0,0,0,0,44738076,19265418,0,64003494,498391563,62321943,7102747,567816253,0,0,0,0,58651290,14146291,405388,73202969,245531870,348063189,398063357,991658416,2043209423,747043699,405720774,3195973896,0,0,0,0,7431884,793220,0,8225104,373579472,37928226,142377,411650075,0,0,0,0,25077043,2616126,0,27693169,339961017,52692739,6873289,399527045,0,0,0,0,16786697,5007113,405388,22199198,0,0,0,0,762836113,762836113,762836113,2288508339,684350,6357423,7041773,0,46768157,0,46768157,0,15254982,15254982,2406777,33959754,914668524,0,69535592,278655289,0,1296819159,0,25929146,17117982,1342273064
20,Kaiser Permanente Central Hospital,2019,Seattle,0,0,0,0,0,0,10557473,10557473,0,41475,41475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4998216,202558,0,5200774,15500,0,0,15500,0,0,0,0,0,0,0,0,5013716,202558,0,5216274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2384640,884111,0,3268751,10368,4106,0,14474,0,0,0,0,0,0,0,0,2395008,2395008,2395008,7185024,0,0,0,6900,0,0,6900,0,0,0,957808,0,0,0,0,0,0,0,919,368579,0,1326387
21,Newport Hospital & Health Services,2019,Newport,1257674,-16908,315468,2309489,25361,723740,607802,5222626,408,91323,91731,779523,46798,0,826321,1064127,7727,0,1071854,15244515,149006,0,15393521,2431696,0,617,2432313,0,0,0,0,9136947,619541,187393,9943881,0,0,0,0,0,0,0,0,49522,38445,38445,126412,28706330,861517,226455,29794302,0,0,0,0,530508,103734,0,634242,10364653,650310,0,11014963,798454,135491,617,934562,0,0,0,0,6841190,633397,51255,7525842,0,0,0,0,0,0,0,0,0,0,0,0,18534805,18534805,18534805,55604415,216672,5108,221780,162254,0,0,162254,0,0,0,1235299,9878780,3975368,442118,0,0,6469899,20766165,1767,843280,49338,22894082
23,Three Rivers Hospital,2019,Brewster,440800,-11969,50262,645055,8097,113649,713,1246607,0,189113,189113,10750,0,0,10750,272450,0,0,272450,3702772,0,0,3702772,1336703,345950,27007,1709660,0,0,0,0,5492879,1143026,474689,7110594,0,0,0,0,0,0,0,0,393514,443179,565443,1402136,11209068,1932155,1067139,14208362,0,0,0,0,272450,0,0,272450,3262188,96933,0,3359121,1271333,22680,27007,1321020,0,0,0,0,4165407,451904,474689,5092000,0,0,0,0,0,0,0,0,0,0,0,0,8971378,8971378,8971378,26914134,88370,45959,134329,72853,0,0,72853,0,71268,71268,519876,2766610,3611284,812218,0,0,2024769,9214881,496,584483,13273,10332513
26,PeaceHealth St John Medical Center,2019,Longview,8050909,248088,735315,13953836,67557,7618349,806231,31480285,353174,85135,438309,3531052,0,0,3531052,2705105,0,0,2705105,165835532,390038,0,166225570,18966977,962322,0,19929299,0,0,0,0,64599444,3671012,5428752,73699208,0,0,0,0,260324,0,0,260324,1245544,8752691,0,9998235,257143978,13776063,5428752,276348793,0,0,0,0,2094351,70090,0,2164441,104414593,5187478,0,109602071,9607942,890253,0,10498195,0,0,0,0,50251472,3925730,5389181,59566383,0,0,0,0,214715,126010,0,340725,0,0,0,0,166583073,166583073,166583073,499749219,1718040,533388,2251428,249936,6172450,0,6422386,0,49793,49793,5202933,322597986,180547242,0,16911249,49459532,0,569516009,14402,22171986,7315113,604206041
29,Harborview Medical Center,2019,Seattle,26740638,168467,2747523,60229358,0,45028369,2637056,137551411,11957907,3293540,15251447,2432095,0,0,2432095,7088462,1461145,10375,8559982,405692347,7481644,300362,413474353,124285475,3552995,164913,128003383,0,0,0,0,187964352,17392482,20423445,225780279,0,0,0,0,10396453,490413,3339,10890205,14697772,1840337,0,16538109,752556956,32219016,20902434,805678406,0,0,0,0,3748984,330944,8357,4088285,200996407,13314545,233004,214543956,112194022,1536782,152515,113883319,0,0,0,0,148630485,12200697,19905320,180736502,0,0,0,0,5549660,691216,2338,6243214,0,0,0,0,471119558,471119558,471119558,1413358674,4068480,1049862,5118342,684339,6953003,1557884,9195226,0,0,0,33361207,589130773,528497907,0,0,0,320835497,1438464177,12419,96100092,0,1567925476
32,St.Joseph Medical Center,2019,Tacoma,19354209,534548,3122298,33415920,231007,13471157,2827996,72957135,12970473,3028309,15998782,7877315,0,0,7877315,4412190,0,0,4412190,176695280,6210368,0,182905648,0,0,0,0,78530770,3989780,35847,82556397,278740679,11483706,1162627,291387012,0,0,0,0,46520571,3985290,20440,50526301,20374290,-13494501,0,6879789,613151095,12174643,1218914,626544652,0,0,0,0,3340860,165528,0,3506388,87144270,6119118,0,93263388,0,0,0,0,63192622,1920621,35847,65149090,203601952,21718613,1240909,226561474,0,0,0,0,17776792,3938949,0,21715741,0,0,0,0,375056496,375056496,375056496,1125169488,6459278,566298,7025576,290521,28454826,0,28745347,0,164601,164601,12550418,1197247117,560038599,0,111593304,467374345,46526744,2382780109,11923,25276355,22089597,2442696479
